task_id,task_name,measurement,processed_task_name,cluster,general_name
605,Механическая очистка полости трубопроводов Д мм 720-1020,км,механическая очистка полости трубопроводов д мм,9,механическая очистка полости трубопроводов мм
606,Механическая очистка полости трубопроводов Д мм 1220-1420,км,механическая очистка полости трубопроводов д мм,9,механическая очистка полости трубопроводов мм
607,Предварительное гидравлическое испытание трубопроводов Д мм <57,км,предварительное гидравлическое испытание трубопроводов д мм,1,предварительное гидравлическое испытание трубопроводов мм
608,Предварительное гидравлическое испытание трубопроводов Д мм 57-89,км,предварительное гидравлическое испытание трубопроводов д мм,1,предварительное гидравлическое испытание трубопроводов мм
609,Предварительное гидравлическое испытание трубопроводов Д мм 108-168,км,предварительное гидравлическое испытание трубопроводов д мм,1,предварительное гидравлическое испытание трубопроводов мм
610,Предварительное гидравлическое испытание трубопроводов Д мм 219-325,км,предварительное гидравлическое испытание трубопроводов д мм,1,предварительное гидравлическое испытание трубопроводов мм
611,Предварительное гидравлическое испытание трубопроводов Д мм 377-630,км,предварительное гидравлическое испытание трубопроводов д мм,1,предварительное гидравлическое испытание трубопроводов мм
612,Предварительное гидравлическое испытание трубопроводов Д мм 720-1020,км,предварительное гидравлическое испытание трубопроводов д мм,1,предварительное гидравлическое испытание трубопроводов мм
613,Предварительное гидравлическое испытание трубопроводов Д мм 1220-1420,км,предварительное гидравлическое испытание трубопроводов д мм,1,предварительное гидравлическое испытание трубопроводов мм
614,Предварительное пневматическое испытание трубопроводов Д мм <57,км,предварительное пневматическое испытание трубопроводов д мм,4,предварительное пневматическое испытание трубопроводов мм
615,Предварительное пневматическое испытание трубопроводов Д мм 57-89,км,предварительное пневматическое испытание трубопроводов д мм,4,предварительное пневматическое испытание трубопроводов мм
616,Предварительное пневматическое испытание трубопроводов Д мм 108-168,км,предварительное пневматическое испытание трубопроводов д мм,4,предварительное пневматическое испытание трубопроводов мм
617,Предварительное пневматическое испытание трубопроводов Д мм 219-325,км,предварительное пневматическое испытание трубопроводов д мм,4,предварительное пневматическое испытание трубопроводов мм
618,Предварительное пневматическое испытание трубопроводов Д мм 377-630,км,предварительное пневматическое испытание трубопроводов д мм,4,предварительное пневматическое испытание трубопроводов мм
619,Предварительное пневматическое испытание трубопроводов Д мм 720-1020,км,предварительное пневматическое испытание трубопроводов д мм,4,предварительное пневматическое испытание трубопроводов мм
620,Предварительное пневматическое испытание трубопроводов Д мм 1220-1420,км,предварительное пневматическое испытание трубопроводов д мм,4,предварительное пневматическое испытание трубопроводов мм
621,Очистка внутренней полости трубопроводов воздухом Д мм <57,км,очистка внутренней полости трубопроводов воздухом д мм,8,воздухом очистка внутренней полости трубопроводов
622,Очистка внутренней полости трубопроводов воздухом Д мм 57-89,км,очистка внутренней полости трубопроводов воздухом д мм,8,воздухом очистка внутренней полости трубопроводов
623,Очистка внутренней полости трубопроводов воздухом Д мм 108-168,км,очистка внутренней полости трубопроводов воздухом д мм,8,воздухом очистка внутренней полости трубопроводов
624,Очистка внутренней полости трубопроводов воздухом Д мм 219-325,км,очистка внутренней полости трубопроводов воздухом д мм,8,воздухом очистка внутренней полости трубопроводов
625,Очистка внутренней полости трубопроводов воздухом Д мм 377-630,км,очистка внутренней полости трубопроводов воздухом д мм,8,воздухом очистка внутренней полости трубопроводов
626,Очистка внутренней полости трубопроводов воздухом Д мм 720-1020,км,очистка внутренней полости трубопроводов воздухом д мм,8,воздухом очистка внутренней полости трубопроводов
627,Очистка внутренней полости трубопроводов воздухом Д мм 1220-1420,км,очистка внутренней полости трубопроводов воздухом д мм,8,воздухом очистка внутренней полости трубопроводов
628,Очистка внутренней полости трубопроводов водой Д мм <57,км,очистка внутренней полости трубопроводов водой д мм,10,водой очистка внутренней полости трубопроводов
629,Очистка внутренней полости трубопроводов водой Д мм 57-89,км,очистка внутренней полости трубопроводов водой д мм,10,водой очистка внутренней полости трубопроводов
630,Очистка внутренней полости трубопроводов водой Д мм 108-168,км,очистка внутренней полости трубопроводов водой д мм,10,водой очистка внутренней полости трубопроводов
631,Очистка внутренней полости трубопроводов водой Д мм 219-325,км,очистка внутренней полости трубопроводов водой д мм,10,водой очистка внутренней полости трубопроводов
632,Очистка внутренней полости трубопроводов водой Д мм 377-630,км,очистка внутренней полости трубопроводов водой д мм,10,водой очистка внутренней полости трубопроводов
633,Очистка внутренней полости трубопроводов водой Д мм 720-1020,км,очистка внутренней полости трубопроводов водой д мм,10,водой очистка внутренней полости трубопроводов
634,Очистка внутренней полости трубопроводов водой Д мм 1220-1420,км,очистка внутренней полости трубопроводов водой д мм,10,водой очистка внутренней полости трубопроводов
635,Калибровка трубопроводов Д мм 377-630,км,калибровка трубопроводов д мм,53,калибровка трубопроводов мм эхз коробчатых
636,Калибровка трубопроводов Д мм 720-1020,км,калибровка трубопроводов д мм,53,калибровка трубопроводов мм эхз коробчатых
637,Калибровка трубопроводов Д мм 1220-1420,км,калибровка трубопроводов д мм,53,калибровка трубопроводов мм эхз коробчатых
638,Пневматическое испытание трубопроводов Д мм <57,км,пневматическое испытание трубопроводов д мм,5,пневматическое испытание трубопроводов мм конструкций
639,Пневматическое испытание трубопроводов Д мм 57-89,км,пневматическое испытание трубопроводов д мм,5,пневматическое испытание трубопроводов мм конструкций
640,Пневматическое испытание трубопроводов Д мм 108-168,км,пневматическое испытание трубопроводов д мм,5,пневматическое испытание трубопроводов мм конструкций
641,Пневматическое испытание трубопроводов Д мм 219-325,км,пневматическое испытание трубопроводов д мм,5,пневматическое испытание трубопроводов мм конструкций
642,Пневматическое испытание трубопроводов Д мм 377-630,км,пневматическое испытание трубопроводов д мм,5,пневматическое испытание трубопроводов мм конструкций
643,Пневматическое испытание трубопроводов Д мм 720-1020,км,пневматическое испытание трубопроводов д мм,5,пневматическое испытание трубопроводов мм конструкций
644,Пневматическое испытание трубопроводов Д мм 1220-1420,км,пневматическое испытание трубопроводов д мм,5,пневматическое испытание трубопроводов мм конструкций
645,Гидравлическое испытание трубопроводов Д мм <57,км,гидравлическое испытание трубопроводов д мм,2,гидравлическое испытание трубопроводов мм коробчатых
646,Гидравлическое испытание трубопроводов Д мм 57-89,км,гидравлическое испытание трубопроводов д мм,2,гидравлическое испытание трубопроводов мм коробчатых
647,Гидравлическое испытание трубопроводов Д мм 108-168,км,гидравлическое испытание трубопроводов д мм,2,гидравлическое испытание трубопроводов мм коробчатых
648,Гидравлическое испытание трубопроводов Д мм 219-325,км,гидравлическое испытание трубопроводов д мм,2,гидравлическое испытание трубопроводов мм коробчатых
649,Гидравлическое испытание трубопроводов Д мм 377-630,км,гидравлическое испытание трубопроводов д мм,2,гидравлическое испытание трубопроводов мм коробчатых
650,Гидравлическое испытание трубопроводов Д мм 720-1020,км,гидравлическое испытание трубопроводов д мм,2,гидравлическое испытание трубопроводов мм коробчатых
651,Гидравлическое испытание трубопроводов Д мм 1220-1420,км,гидравлическое испытание трубопроводов д мм,2,гидравлическое испытание трубопроводов мм коробчатых
652,Осушка внутренней полости трубопроводов Д мм <57,км,осушка внутренней полости трубопроводов д мм,7,осушка внутренней полости технологических трубопроводов
653,Осушка внутренней полости трубопроводов Д мм 57-89,км,осушка внутренней полости трубопроводов д мм,7,осушка внутренней полости технологических трубопроводов
654,Осушка внутренней полости трубопроводов Д мм 108-168,км,осушка внутренней полости трубопроводов д мм,7,осушка внутренней полости технологических трубопроводов
655,Осушка внутренней полости трубопроводов Д мм 219-325,км,осушка внутренней полости трубопроводов д мм,7,осушка внутренней полости технологических трубопроводов
656,Осушка внутренней полости трубопроводов Д мм 377-630,км,осушка внутренней полости трубопроводов д мм,7,осушка внутренней полости технологических трубопроводов
657,Осушка внутренней полости трубопроводов Д мм 720-1020,км,осушка внутренней полости трубопроводов д мм,7,осушка внутренней полости технологических трубопроводов
658,Осушка внутренней полости трубопроводов Д мм 1220-1420,км,осушка внутренней полости трубопроводов д мм,7,осушка внутренней полости технологических трубопроводов
659,Азотирование трубопроводов Д мм <57,км,азотирование трубопроводов д мм,44,азотирование трубопроводов мм кпв коробок
660,Азотирование трубопроводов Д мм 57-89,км,азотирование трубопроводов д мм,44,азотирование трубопроводов мм кпв коробок
661,Азотирование трубопроводов Д мм 108-168,км,азотирование трубопроводов д мм,44,азотирование трубопроводов мм кпв коробок
662,Азотирование трубопроводов Д мм 219-325,км,азотирование трубопроводов д мм,44,азотирование трубопроводов мм кпв коробок
663,Азотирование трубопроводов Д мм 377-630,км,азотирование трубопроводов д мм,44,азотирование трубопроводов мм кпв коробок
664,Азотирование трубопроводов Д мм 720-1020,км,азотирование трубопроводов д мм,44,азотирование трубопроводов мм кпв коробок
665,Азотирование трубопроводов Д мм 1220-1420,км,азотирование трубопроводов д мм,44,азотирование трубопроводов мм кпв коробок
666,Осушка внутренней полости технологических трубопроводов Д мм <57,км,осушка внутренней полости технологических трубопроводов д мм,7,осушка внутренней полости технологических трубопроводов
667,Осушка внутренней полости технологических трубопроводов Д мм 57-89,км,осушка внутренней полости технологических трубопроводов д мм,7,осушка внутренней полости технологических трубопроводов
668,Осушка внутренней полости технологических трубопроводов Д мм 108-168,км,осушка внутренней полости технологических трубопроводов д мм,7,осушка внутренней полости технологических трубопроводов
669,Осушка внутренней полости технологических трубопроводов Д мм 219-325,км,осушка внутренней полости технологических трубопроводов д мм,7,осушка внутренней полости технологических трубопроводов
670,Осушка внутренней полости технологических трубопроводов Д мм 377-630,км,осушка внутренней полости технологических трубопроводов д мм,7,осушка внутренней полости технологических трубопроводов
671,Осушка внутренней полости технологических трубопроводов Д мм 720-1020,км,осушка внутренней полости технологических трубопроводов д мм,7,осушка внутренней полости технологических трубопроводов
672,Осушка внутренней полости технологических трубопроводов Д мм 1220-1420,км,осушка внутренней полости технологических трубопроводов д мм,7,осушка внутренней полости технологических трубопроводов
673,Гидравлическое испытание трубопроводов инженерных сетей Д мм <57,км,гидравлическое испытание трубопроводов инженерных сетей д мм,3,гидравлическое инженерных испытание сетей трубопроводов
674,Гидравлическое испытание трубопроводов инженерных сетей Д мм 57-89,км,гидравлическое испытание трубопроводов инженерных сетей д мм,3,гидравлическое инженерных испытание сетей трубопроводов
675,Гидравлическое испытание трубопроводов инженерных сетей Д мм 108-168,км,гидравлическое испытание трубопроводов инженерных сетей д мм,3,гидравлическое инженерных испытание сетей трубопроводов
676,Гидравлическое испытание трубопроводов инженерных сетей Д мм 219-325,км,гидравлическое испытание трубопроводов инженерных сетей д мм,3,гидравлическое инженерных испытание сетей трубопроводов
677,Гидравлическое испытание трубопроводов инженерных сетей Д мм 377-630,км,гидравлическое испытание трубопроводов инженерных сетей д мм,3,гидравлическое инженерных испытание сетей трубопроводов
678,Пневматическое испытание трубопроводов инженерных сетей Д мм <57,км,пневматическое испытание трубопроводов инженерных сетей д мм,6,пневматическое инженерных испытание сетей трубопроводов
679,Пневматическое испытание трубопроводов инженерных сетей Д мм 57-89,км,пневматическое испытание трубопроводов инженерных сетей д мм,6,пневматическое инженерных испытание сетей трубопроводов
680,Пневматическое испытание трубопроводов инженерных сетей Д мм 108-168,км,пневматическое испытание трубопроводов инженерных сетей д мм,6,пневматическое инженерных испытание сетей трубопроводов
681,Пневматическое испытание трубопроводов инженерных сетей Д мм 219-325,км,пневматическое испытание трубопроводов инженерных сетей д мм,6,пневматическое инженерных испытание сетей трубопроводов
682,Пневматическое испытание трубопроводов инженерных сетей Д мм 377-630,км,пневматическое испытание трубопроводов инженерных сетей д мм,6,пневматическое инженерных испытание сетей трубопроводов
683,"Испытания сосудов, резервуаров и оборудования",м3,испытания сосудов резервуаров оборудования,193,сосудов резервуаров оборудования испытания осушка
684,"Осушка внутренней полости сосудов, резервуаров и оборудования",м3,осушка внутренней полости сосудов резервуаров оборудования,193,сосудов резервуаров оборудования испытания осушка
685,Монтаж вентилируемых фасадов,м2,монтаж вентилируемых фасадов,226,фасадов вентилируемых демонтаж монтаж конструкции
686,"Теплоизоляция конструкций (стен, цоколя)",м3,теплоизоляция конструкций стен цоколя,128,конструкций стен ограждающих цоколя сэндвичпанели
687,"""Теплоизоляция магистральных трубопроводов полуцилиндрами и сегментами """"насухо""""""",м3,теплоизоляция магистральных трубопроводов полуцилиндрами сегментами насухо,166,теплоизоляция сегментами полуцилиндрами цилиндрами трубопроводов
688,Теплоизоляция трубопроводов цилиндрами и полуцилиндрами,м3,теплоизоляция трубопроводов цилиндрами полуцилиндрами,166,теплоизоляция сегментами полуцилиндрами цилиндрами трубопроводов
689,Теплоизоляция трубопроводов сегментами,м3,теплоизоляция трубопроводов сегментами,166,теплоизоляция сегментами полуцилиндрами цилиндрами трубопроводов
690,Теплоизоляция трубопроводов матами и плитами минераловатными,м3,теплоизоляция трубопроводов матами плитами минераловатными,165,минераловатными матами теплоизоляция зра плитами
691,Покрытие сталью теплоизоляции трубопроводов,м2,покрытие сталью теплоизоляции трубопроводов,187,теплоизоляции демонтаж трубопроводов пенополиуретан сталью
692,Теплоизоляция трубопроводов из пенополиуретана методом напыления,м3,теплоизоляция трубопроводов пенополиуретана методом напыления,164,напыления пенополиуретана теплоизоляция методом зра
693,Теплоизоляция ЗРА Д <200 матами минераловатными,м3,теплоизоляция зра д матами минераловатными,165,минераловатными матами теплоизоляция зра плитами
694,Теплоизоляция ЗРА Д >200 матами минераловатными,м3,теплоизоляция зра д матами минераловатными,165,минераловатными матами теплоизоляция зра плитами
695,Теплоизоляция ЗРА Д <200 из пенополиуретана методом напыления,м3,теплоизоляция зра д пенополиуретана методом напыления,164,напыления пенополиуретана теплоизоляция методом зра
696,Теплоизоляция ЗРА Д >200 из пенополиуретана методом напыления,м3,теплоизоляция зра д пенополиуретана методом напыления,164,напыления пенополиуретана теплоизоляция методом зра
697,Теплоизоляция емкостей,м3,теплоизоляция емкостей,186,емкостей теплоизоляции теплоизоляция демонтаж эхз
698,Теплоизоляция оборудования,м3,теплоизоляция оборудования,166,теплоизоляция сегментами полуцилиндрами цилиндрами трубопроводов
699,Устройство покрытия из песчано-гравийной смеси,м2,устройство покрытия песчаногравийной смеси,136,смеси покрытия асфальтобетонной устройство песчаногравийной
700,Устройство покрытия из щебня,м2,устройство покрытия щебня,137,щебня покрытия устройство эхз конструкций
701,Устройство покрытия из щебня,м3,устройство покрытия щебня,137,щебня покрытия устройство эхз конструкций
702,Устройство покрытия из асфальтобетонной смеси,м2,устройство покрытия асфальтобетонной смеси,136,смеси покрытия асфальтобетонной устройство песчаногравийной
703,Устройство покрытия из цементно-песчаной смеси,м2,устройство покрытия цементнопесчаной смеси,136,смеси покрытия асфальтобетонной устройство песчаногравийной
704,Устройство покрытия из железобетонных плит ПДН,м2,устройство покрытия железобетонных плит пдн,168,плит перекрытий пдн демонтаж железобетонных
705,Армирование и бетонирование монолитных участков из бетона,м3,армирование бетонирование монолитных участков бетона,261,армирование монолитных участков бетона конструкций
706,Устройство покрытия из тротуарной плитки,м2,устройство покрытия тротуарной плитки,138,плитки тротуарной покрытия устройство демонтаж
707,Установка бортовых камней,шт,установка бортовых камней,215,камней бортовых установка демонтаж эхз
708,Монтаж дорожного барьерного ограждения,м,монтаж дорожного барьерного ограждения,107,барьерного ограждения мосты дорожного монтаж
709,Установка дорожных знаков,шт,установка дорожных знаков,214,знаков дорожных установка демонтаж коробов
710,Установка сигнальных столбиков,шт,установка сигнальных столбиков,213,сигнальных столбиков установка демонтаж эхз
711,Разметка проезжей части,км,разметка проезжей части,254,водоотлив лесовосстановление металлорукава посев обоями
712,Устройство временного вдольтрассового проезда лежневого типа,км,устройство временного вдольтрассового проезда лежневого типа,181,проезда временного вдольтрассового лежневого содержание
713,Демонтаж временного вдольтрассового проезда лежневого типа,км,демонтаж временного вдольтрассового проезда лежневого типа,181,проезда временного вдольтрассового лежневого содержание
714,Ремонт и содержание вдольтрассового проезда лежневого типа,км,ремонт содержание вдольтрассового проезда лежневого типа,181,проезда временного вдольтрассового лежневого содержание
715,Ремонт и содержание технологического проезда временного,км,ремонт содержание технологического проезда временного,181,проезда временного вдольтрассового лежневого содержание
716,Устройство автозимника,км,устройство автозимника,150,автозимника содержание ремонт устройство эхз
717,Ремонт и содержание автозимника,км,ремонт содержание автозимника,150,автозимника содержание ремонт устройство эхз
718,Устройство ледовой переправы,км,устройство ледовой переправы,149,переправы ледовой содержание ремонт устройство
719,Ремонт и содержание ледовой переправы,км,ремонт содержание ледовой переправы,149,переправы ледовой содержание ремонт устройство
720,Монтаж железобетонных лотков,шт,монтаж железобетонных лотков,120,лотков железобетонных монтаж перекрытий водоотводных
721,Монтаж железобетонных перекрытий лотков,шт,монтаж железобетонных перекрытий лотков,120,лотков железобетонных монтаж перекрытий водоотводных
722,Монтаж железобетонных лотков,м3,монтаж железобетонных лотков,120,лотков железобетонных монтаж перекрытий водоотводных
723,Монтаж железобетонных перекрытий лотков,м3,монтаж железобетонных перекрытий лотков,120,лотков железобетонных монтаж перекрытий водоотводных
724,Устройство отмостки,м2,устройство отмостки,154,устройство газонов стяжки отмостки бетонной
725,Устройство устоев,шт,устройство устоев,153,устоев устройство эхз конструкции коробов
726,Устройство русловых опор,шт,устройство русловых опор,113,русловых опор устройство эхз конструкции
727,Устройство устоев,м3,устройство устоев,153,устоев устройство эхз конструкции коробов
728,Устройство русловых опор,м3,устройство русловых опор,113,русловых опор устройство эхз конструкции
729,Монтаж опорных частей мостов,шт,монтаж опорных частей мостов,234,опорных частей мостов крепления конструкций
730,Монтаж металлоконструкций пролетного строения,т,монтаж металлоконструкций пролетного строения,256,металлоконструкций деформационных марок монтаж швов
731,Монтаж барьерного ограждения (мосты),т,монтаж барьерного ограждения мосты,107,барьерного ограждения мосты дорожного монтаж
732,Монтаж перильного ограждения,т,монтаж перильного ограждения,108,ограждения калиток ворот монтаж перильного
733,Монтаж водоотводных лотков,т,монтаж водоотводных лотков,120,лотков железобетонных монтаж перекрытий водоотводных
734,Монтаж металлоконструкций деформационных швов,т,монтаж металлоконструкций деформационных швов,256,металлоконструкций деформационных марок монтаж швов
735,Монтаж ТММ,шт,монтаж тмм,229,тмм демонтаж монтаж эхз конструкции
736,Устройство звеньев понтона,шт,устройство звеньев понтона,219,понтона звеньев створ перехода устройство
737,Устройство водопропускной трубы из гофрированного металла,м,устройство водопропускной трубы гофрированного металла,140,водопропускной трубы гофрированного металла железобетонной
738,Устройство водопропускной трубы цельновитой из гофрированного металла,м,устройство водопропускной трубы цельновитой гофрированного металла,140,водопропускной трубы гофрированного металла железобетонной
739,Устройство водопропуска из круглой гладкостенной трубы,м,устройство водопропуска круглой гладкостенной трубы,139,водопропуска гладкостенной круглой трубы устройство
740,Устройство трубы водопропускной железобетонной,м,устройство трубы водопропускной железобетонной,140,водопропускной трубы гофрированного металла железобетонной
741,Посев трав,м2,посев трав,254,водоотлив лесовосстановление металлорукава посев обоями
742,Посадка кустарников и саженцев,шт,посадка кустарников саженцев,254,водоотлив лесовосстановление металлорукава посев обоями
743,Устройство газонов,м2,устройство газонов,154,устройство газонов стяжки отмостки бетонной
744,Монтаж ГПА-10,шт,монтаж гпа,102,гпа волга демонтаж монтаж эхз
745,Монтаж ГПА-16 (с укрытием),шт,монтаж гпа укрытием,101,укрытием гпа контейнера монтаж турбоблока
746,Монтаж ГПА-16 Волга,шт,монтаж гпа волга,102,гпа волга демонтаж монтаж эхз
747,Установка и сборка блока двигателя,компл,установка сборка блока двигателя,74,блока установка сборка электроснабжения промежуточного
748,Установка и сборка опоры выхлопной системы,компл,установка сборка опоры выхлопной системы,85,системы воздухозаборной сборка выхлопной установка
749,Установка и сборка блока промежуточного,компл,установка сборка блока промежуточного,74,блока установка сборка электроснабжения промежуточного
750,Установка и сборка блока компрессора,компл,установка сборка блока компрессора,74,блока установка сборка электроснабжения промежуточного
751,Монтаж патрубков компрессора (с заглушками под испытание),компл,монтаж патрубков компрессора заглушками испытание,250,монтаж компрессора заземляющих индивидуального противопожарного
752,Установка и сборка выхлопной системы,компл,установка сборка выхлопной системы,85,системы воздухозаборной сборка выхлопной установка
753,Установка и сборка воздухозаборной системы,компл,установка сборка воздухозаборной системы,85,системы воздухозаборной сборка выхлопной установка
754,Установка блока вентиляции,компл,установка блока вентиляции,74,блока установка сборка электроснабжения промежуточного
755,Установка блока промывки ГВТ,компл,установка блока промывки гвт,222,промывки гвт трубопровод блока установка
756,Установка блока САУ и БСО,компл,установка блока сау бсо,74,блока установка сборка электроснабжения промежуточного
757,Установка блока электроснабжения,компл,установка блока электроснабжения,74,блока установка сборка электроснабжения промежуточного
758,Установка агрегатного блока подготовки топливного газа,компл,установка агрегатного блока подготовки топливного газа,81,топливного газа системы установка монтаж
759,Монтаж лестниц и площадок обслуживания агрегата,компл,монтаж лестниц площадок обслуживания агрегата,98,площадок обслуживания гпа монтаж этап
760,Установка трубопровода топливного газа,компл,установка трубопровода топливного газа,81,топливного газа системы установка монтаж
761,Трубопровод разделительного воздуха,компл,трубопровод разделительного воздуха,239,трубопровод сброса воздуха разделительного свечу
762,Трубопровод промывки ГВТ,компл,трубопровод промывки гвт,222,промывки гвт трубопровод блока установка
763,Трубопроводы подключения АВОМ к компрессору,компл,трубопроводы подключения авом компрессору,84,трубопроводы обвязки отсеке компрессору подключения
764,Трубопровод сброса на свечу,компл,трубопровод сброса свечу,239,трубопровод сброса воздуха разделительного свечу
765,Трубопровод сброса воздуха с КПВ,компл,трубопровод сброса воздуха кпв,239,трубопровод сброса воздуха разделительного свечу
