task_id;task_name;measurement;subtasks
484;Строительство переходов открытым способом Д мм до 168;км;"Состав работ:
01. Установка и снятие дорожных знаков.
02. Сборка и разборка монтажных опор.
03. Зачистка кромок труб и прилегающей зоны электрошлифмашинкой.
04. Сборка и прихватка труб электродами с основным покрытием.
05. Сварка корневого, заполняющих и облицовочного слоев шва электродами с основным покрытием.
06. Зачистка корневого, заполняющего и облицовочного слоев шва от шлака электрошлифмашинками.
07. Очистка кожуха перед изоляцией вручную до снятия ржавчины.
08. Изоляция кожуха усиленная полимерной лентой вручную.
09. Укладка кожуха в траншею трубоукладчиком.
10. Работа водоотливной установки."
485;Строительство переходов открытым способом Д мм 219-325;км;"Состав работ:
01. Установка и снятие дорожных знаков.
02. Сборка и разборка монтажных опор.
03. Зачистка кромок труб и прилегающей зоны электрошлифмашинкой.
04. Сборка и прихватка труб электродами с основным покрытием.
05. Сварка корневого, заполняющих и облицовочного слоев шва электродами с основным покрытием.
06. Зачистка корневого, заполняющего и облицовочного слоев шва от шлака электрошлифмашинками.
07. Очистка кожуха перед изоляцией вручную до снятия ржавчины.
08. Изоляция кожуха усиленная полимерной лентой вручную.
09. Укладка кожуха в траншею трубоукладчиком.
10. Работа водоотливной установки."
486;Строительство переходов открытым способом Д мм 377-630;км;"Состав работ:
01. Установка и снятие дорожных знаков.
02. Сборка и разборка монтажных опор.
03. Зачистка кромок труб и прилегающей зоны электрошлифмашинкой.
04. Сборка и прихватка труб электродами с основным покрытием.
05. Сварка корневого, заполняющих и облицовочного слоев шва электродами с основным покрытием.
06. Зачистка корневого, заполняющего и облицовочного слоев шва от шлака электрошлифмашинками.
07. Очистка кожуха перед изоляцией вручную до снятия ржавчины.
08. Изоляция кожуха усиленная полимерной лентой вручную.
09. Укладка кожуха в траншею трубоукладчиком.
10. Работа водоотливной установки."
487;Строительство переходов открытым способом Д мм 720-1020;км;"Состав работ:
01. Установка и снятие дорожных знаков.
02. Сборка и разборка монтажных опор.
03. Зачистка кромок труб и прилегающей зоны электрошлифмашинкой.
04. Сборка и прихватка труб электродами с основным покрытием.
05. Сварка корневого, заполняющих и облицовочного слоев шва электродами с основным покрытием.
06. Зачистка корневого, заполняющего и облицовочного слоев шва от шлака электрошлифмашинками.
07. Очистка кожуха перед изоляцией вручную до снятия ржавчины.
08. Изоляция кожуха усиленная полимерной лентой вручную.
09. Укладка кожуха в траншею трубоукладчиком.
10. Работа водоотливной установки."
488;Строительство переходов открытым способом Д мм 1220-1420;км;"Состав работ:
01. Установка и снятие дорожных знаков.
02. Сборка и разборка монтажных опор.
03. Зачистка кромок труб и прилегающей зоны электрошлифмашинкой.
04. Сборка и прихватка труб электродами с основным покрытием.
05. Сварка корневого, заполняющих и облицовочного слоев шва электродами с основным покрытием.
06. Зачистка корневого, заполняющего и облицовочного слоев шва от шлака электрошлифмашинками.
07. Очистка кожуха перед изоляцией вручную до снятия ржавчины.
08. Изоляция кожуха усиленная полимерной лентой вручную.
09. Укладка кожуха в траншею трубоукладчиком.
10. Работа водоотливной установки."
489;Строительство переходов открытым способом Д мм 1720;км;"Состав работ:
01. Установка и снятие дорожных знаков.
02. Сборка и разборка монтажных опор.
03. Зачистка кромок труб и прилегающей зоны электрошлифмашинкой.
04. Сборка и прихватка труб электродами с основным покрытием.
05. Сварка корневого, заполняющих и облицовочного слоев шва электродами с основным покрытием.
06. Зачистка корневого, заполняющего и облицовочного слоев шва от шлака электрошлифмашинками.
07. Очистка кожуха перед изоляцией вручную до снятия ржавчины.
08. Изоляция кожуха усиленная полимерной лентой вручную.
09. Укладка кожуха в траншею трубоукладчиком.
10. Работа водоотливной установки."
490;Установка свечи вытяжной к кожуху Д мм до 89;шт;"Состав работ:
01. Установка колонки свечи.
02. Резка труб.
03. Сборка и сварка трубопроводов вытяжной линии.
04. Опускание и установка фасонных частей на готовое основание.
05. Соединение с трубопроводом сваркой, свертыванием фланцев или заделкой раструбов.
06. Приварка фланцев к фасонным частям и ответных фланцев к трубопроводу.
07. Изоляция поверхности битумно-уретановым покрытием 
08. Укладка изолированного трубопровода в траншею.
09. Разборка монтажных опор."
491;Установка свечи вытяжной к кожуху Д мм 108 - 168;шт;"Состав работ:
01. Установка колонки свечи.
02. Резка труб.
03. Сборка и сварка трубопроводов вытяжной линии.
04. Опускание и установка фасонных частей на готовое основание.
05. Соединение с трубопроводом сваркой, свертыванием фланцев или заделкой раструбов.
06. Приварка фланцев к фасонным частям и ответных фланцев к трубопроводу.
07. Изоляция поверхности битумно-уретановым покрытием 
07. Укладка изолированного трубопровода в траншею.
08. Разборка монтажных опор."
492;Установка свечи вытяжной к кожуху Д мм 219 - 325;шт;"Состав работ:
01. Установка колонки свечи.
02. Резка труб.
03. Сборка и сварка трубопроводов вытяжной линии.
04. Опускание и установка фасонных частей на готовое основание.
05. Соединение с трубопроводом сваркой, свертыванием фланцев или заделкой раструбов.
06. Приварка фланцев к фасонным частям и ответных фланцев к трубопроводу.
07. Изоляция поверхности битумно-уретановым покрытием 
07. Укладка изолированного трубопровода в траншею.
08. Разборка монтажных опор."
493;Разработка грунта экскаваторами из-под воды с плавучих средств;м3;"Состав работ:
01. Установка и закрепление экскаватора на понтоне.
02. Установка понтона в створ.
03. Разработка подводной траншеи в отвал.
04. Перемещение понтона вдоль створа перехода с помощью экскаватора.
05. Раскрепление и снятие экскаватора с понтона в конце смены."
494;Разработка грунта экскаваторами из-под воды с плавучих средств (перемещение бульдозерами);м3;"Состав работ:
01. Устройство приямка для понтона.
02. Спуск понтона, установка и закрепление экскаватора на понтоне.
03. Продольное крепление понтона тросами к бульдозерам; установка понтона в створ перехода; поперечное крепление и дополнительная фиксация понтона в створе перехода.
04. Разработка подводной траншеи в отвал.
05. Перемещение понтона вдоль створа перехода двумя бульдозерами при помощи тросов к следующему месту стоянки.
06. Раскрепление и снятие экскаватора с понтона в конце смены.
07. Подъем понтона из воды, сматывание троса в бухты."
495;Разработка грунта под водой водолазами с помощью гидромониторов;м3;"Состав работ:
01. Обследование и подготовка участка работ.
02. Разработка траншеи или котлована."
496;Разработка грунта под водой землесосными снарядами;м3;"Состав работ:
01. Установка снаряда в створ.
02. Разработка грунта с рефулированием пульпы.
03. Перемещение снаряда в процессе работы с перекладкой якорей."
497;Рыхление скальных грунтов под водой методом БВР;м3;"Состав работ:
01. Бурение шпуров и скважин.
02. Заправка буров и долот.
03. Установка и извлечение обсадных труб.
04. Подготовка взрывчатых веществ и средств взрывания.
05. Изготовление зарядов с перемещением их на плавсредствах к месту укладки.
06. Заряжение.
07. Охрана рабочей зоны при взрыве.
08. Взрывание."
498;Рыхление скальных грунтов под водой вручную;м3;"Состав работ:
01. Обследование и подготовка участка работ.
02. Разработка траншеи или котлована.
03. Отмыв мелких фракций разрыхленного грунта из забоя гидромонитором."
499;Подъем из воды разных предметов;т;"Состав работ:
01. Осмотр предметов.
02. Подъем и укладка на плавсредства.
03. Перемещение плавсредств к новому месту подъема (в зоне работы).
04. Буксировка плавсредств с грузом к берегу и возвращение плавсредств обратно.
05. Выгрузка."
500;Водолазное обследование дна акватории;м2;"Состав работ:
01. Разбивка акватории на полосы с установкой створных знаков.
02. Укладка ходового троса и осмотр водолазом дна акватории.
03. Определение положения предметов на грунте и установка буйков у найденных предметов."
501;Обратная засыпка трубопровода земснярядами;м3;"Состав работ:
01. Установка снаряда в створ.
02.  Засыпка траншеи.
03. Перемещение снаряда в процессе работы с перекладкой якорей."
502;Устройство грунтовых постелей под водой водолазами;м2;"Состав работ:
01. Устройство грунтовых постелей под водой водолазами."
503;Подбивка грунта под водой водолазами;м3;"Состав работ:
01. Обследование и подготовка участка работ.
02. Подбивка грунта под
уложенный трубопровод."
504;Обратная засыпка подводной траншеи;м3;"Состав работ:
01. Спуск понтона для установки экскаватора.
02. Установка и закрепление экскаватора на понтоне.
03. Продольное крепление понтона тросами к двум бульдозерам на берегу.
04. Перемещение понтона с экскаватором а створ переход.
05. Поперечное крепление понтона с помощью якорей и подъем якорей.
06. Дополнительная фиксация понтона в створе перехода сваями и подъем свай.
07. Засыпка подводной траншеи грунтом из отвала.
08. Перемещение понтона с экскаватором вдоль створа к следующему месту стоянки.
09. Перемещение понтона с экскаватором вдоль створа к берегу в конце смены.
10. Подъем понтона из воды.
11. Сматывание троса в бухты."
505;Монтаж технологической ЗРА Д мм <57;шт;"Состав работ:
01. Вырезка участка трубы под установку задвижки (при необходимости).
02. Зачистка кромок труб и прилегающей зоны электрошлифмашинкой.
03. Монтаж и сварка фланцев и ЗРА.
04. Зачистка слоев сварного шва от шлака электрошлифмашинкой.
НОРМА ПРИМЕНИТЕЛЬНА ДЛЯ ЗРА НА ФЛАНЦЕВЫХ СОЕДИНЕНИЯХ И ПРИВАРНЫХ (ОКАТУШЕННЫХ)"
506;Монтаж технологической ЗРА Д мм 57-89;шт;"Состав работ:
01. Вырезка участка трубы под установку задвижки (при необходимости).
02. Зачистка кромок труб и прилегающей зоны электрошлифмашинкой.
03. Монтаж и сварка фланцев и ЗРА.
04. Зачистка слоев сварного шва от шлака электрошлифмашинкой.
НОРМА ПРИМЕНИТЕЛЬНА ДЛЯ ЗРА НА ФЛАНЦЕВЫХ СОЕДИНЕНИЯХ И ПРИВАРНЫХ (ОКАТУШЕННЫХ)"
507;Монтаж технологической ЗРА Д мм 108-168;шт;"Состав работ:
01. Вырезка участка трубы под установку задвижки (при необходимости).
02. Зачистка кромок труб и прилегающей зоны электрошлифмашинкой.
03. Монтаж и сварка фланцев и ЗРА.
04. Зачистка слоев сварного шва от шлака электрошлифмашинкой.
НОРМА ПРИМЕНИТЕЛЬНА ДЛЯ ЗРА НА ФЛАНЦЕВЫХ СОЕДИНЕНИЯХ И ПРИВАРНЫХ (ОКАТУШЕННЫХ)"
508;Монтаж технологической ЗРА Д мм 219-325;шт;"Состав работ:
01. Вырезка участка трубы под установку задвижки (при необходимости).
02. Зачистка кромок труб и прилегающей зоны электрошлифмашинкой.
03. Монтаж и сварка фланцев и ЗРА.
04. Зачистка слоев сварного шва от шлака электрошлифмашинкой.
НОРМА ПРИМЕНИТЕЛЬНА ДЛЯ ЗРА НА ФЛАНЦЕВЫХ СОЕДИНЕНИЯХ И ПРИВАРНЫХ (ОКАТУШЕННЫХ)"
509;Монтаж технологической ЗРА Д мм 377-630;шт;"Состав работ:
01. Вырезка участка трубы под установку задвижки (при необходимости).
02. Зачистка кромок труб и прилегающей зоны электрошлифмашинкой.
03. Монтаж и сварка фланцев и ЗРА.
04. Зачистка слоев сварного шва от шлака электрошлифмашинкой.
НОРМА ПРИМЕНИТЕЛЬНА ДЛЯ ЗРА НА ФЛАНЦЕВЫХ СОЕДИНЕНИЯХ И ПРИВАРНЫХ (ОКАТУШЕННЫХ)"
510;Монтаж технологической ЗРА Д мм 720-1020;шт;"Состав работ:
01. Вырезка участка трубы под установку задвижки (при необходимости).
02. Зачистка кромок труб и прилегающей зоны электрошлифмашинкой.
03. Монтаж и сварка фланцев и ЗРА.
04. Зачистка слоев сварного шва от шлака электрошлифмашинкой.
НОРМА ПРИМЕНИТЕЛЬНА ДЛЯ ЗРА НА ФЛАНЦЕВЫХ СОЕДИНЕНИЯХ И ПРИВАРНЫХ (ОКАТУШЕННЫХ)"
511;Монтаж технологической ЗРА Д мм 1220-1420;шт;"Состав работ:
01. Вырезка участка трубы под установку задвижки (при необходимости).
02. Зачистка кромок труб и прилегающей зоны электрошлифмашинкой.
03. Монтаж и сварка фланцев и ЗРА.
04. Зачистка слоев сварного шва от шлака электрошлифмашинкой.
НОРМА ПРИМЕНИТЕЛЬНА ДЛЯ ЗРА НА ФЛАНЦЕВЫХ СОЕДИНЕНИЯХ И ПРИВАРНЫХ (ОКАТУШЕННЫХ)"
512;Монтаж вставки электроизолирующей на трубопроводе Д мм <57;шт;"Состав работ:
01. Разработка вручную приямков для сварки стыков.
02. Резка труб, зачистка кромок и снятие фасок, установка наружного центратора, сборка, прихватка и сварка стыков в траншее.
03. Зачистка корневого, заполняющего и облицовочного слоев шва от шлака электрошлифмашинками.
04. Работа водоотливной установки."
513;Монтаж вставки электроизолирующей на трубопроводе Д мм 57-89;шт;"Состав работ:
01. Разработка вручную приямков для сварки стыков.
02. Резка труб, зачистка кромок и снятие фасок, установка наружного центратора, сборка, прихватка и сварка стыков в траншее.
03. Зачистка корневого, заполняющего и облицовочного слоев шва от шлака электрошлифмашинками.
04. Работа водоотливной установки."
514;Монтаж вставки электроизолирующей на трубопроводе Д мм 108-168;шт;"Состав работ:
01. Разработка вручную приямков для сварки стыков.
02. Резка труб, зачистка кромок и снятие фасок, установка наружного центратора, сборка, прихватка и сварка стыков в траншее.
03. Зачистка корневого, заполняющего и облицовочного слоев шва от шлака электрошлифмашинками.
04. Работа водоотливной установки."
515;Монтаж вставки электроизолирующей на трубопроводе Д мм 219-325;шт;"Состав работ:
01. Разработка вручную приямков для сварки стыков.
02. Резка труб, зачистка кромок и снятие фасок, установка наружного центратора, сборка, прихватка и сварка стыков в траншее.
03. Зачистка корневого, заполняющего и облицовочного слоев шва от шлака электрошлифмашинками.
04. Работа водоотливной установки."
516;Монтаж вставки электроизолирующей на трубопроводе Д мм 377-630;шт;"Состав работ:
01. Разработка приямка вручную.
02. Сооружение двух призм из грунта для изготовления катушки.
03. Изготовление катушки (очистка от изоляции места резки трубы, разметка и резка трубы, подготовка кромок трубы под сварку со снятием фаски).
04. Монтаж катушки, подогрев стыков.
05. Сварка стыковых соединений.
06. Зачистка прихватки, корневого, заполняющих ии облицовочных слоев шва от шлака электрошлифмашинкой.
07. Подварка корневого шва.
08. Водоотлив в траншее."
517;Монтаж вставки электроизолирующей на трубопроводе Д мм 720-1020;шт;"Состав работ:
01. Разработка приямка вручную.
02. Сооружение двух призм из грунта для изготовления катушки.
03. Изготовление катушки (очистка от изоляции места резки трубы, разметка и резка трубы, подготовка кромок трубы под сварку со снятием фаски).
04. Монтаж катушки, подогрев стыков.
05. Сварка стыковых соединений.
06. Зачистка прихватки, корневого, заполняющих ии облицовочных слоев шва от шлака электрошлифмашинкой.
07. Подварка корневого шва.
08. Водоотлив в траншее."
518;Монтаж вставки электроизолирующей на трубопроводе Д мм 1220-1420;шт;"Состав работ:
01. Разработка приямка вручную.
02. Сооружение двух призм из грунта для изготовления катушки.
03. Изготовление катушки (очистка от изоляции места резки трубы, разметка и резка трубы, подготовка кромок трубы под сварку со снятием фаски).
04. Монтаж катушки, подогрев стыков.
05. Сварка стыковых соединений.
06. Зачистка прихватки, корневого, заполняющих ии облицовочных слоев шва от шлака электрошлифмашинкой.
07. Подварка корневого шва.
08. Водоотлив в траншее."
519;Установка контрольно-измерительного пункта (КИП);шт;"Состав работ:
01. Прокладка кабеля в канале стойки.
02. Гидроизоляция подземной части колонки КИП битумом за два раза.
03. Установка колонки КИП в котлован.
04. Присоединение кабелей к клеммному щитку.
05. Окраска надземной части стойки КИП."
520;Монтаж устройства катодной защиты высоковольтного УКЗВ с заземлением;шт;"Состав работ:
01. Прокладка кабелей в трубах вручную.
02. Гидроизоляция труб.
03. Установка блока УКЗВ.
04. Крепление кабельных труб к каркасу УК3В электросваркой.
05. Заглубление вертикальных электродов.
06. Укладка горизонтального заземлителя (шины) и магистрального проводника в траншее и присоединение магистрального проводника к корпусу УКЗВ.
07. Окраска сварных стыков и магистрального проводника.
08. Монтаж кронштейна для подключения УКЗВ к ЛЭП.
09. Подключение кабелей анодной и катодной цепи к УКЗВ."
521;Монтаж станции электродренажной защиты (СДЗ);шт;"Состав работ:
01. Установка и закрепление защитной стойки СДЗ в опалубке фундамента.
02. Установка опорной рамы и СДЗ.
03. Подключение дренажного кабеля к СДЗ.
04. Окраска надземной части защитной стойки и опорной рамы.
05. Заглубление вертикальных электродов.
06. Укладка горизонтального заземлителя (шины) и магистрального проводника в траншее.
07. Сварка стыков и присоединение магистрального проводника к корпусу СДЗ.
08. Окраска сварных стыков и магистрального проводника.
09. Гидроизоляция подземной части кабельной стойки.
10. Установка кабельной стойки.
11. Окраска надземной части кабельной стойки.
12. Соединение дренажного кабеля и средней точки дроссель трансформатора."
522;Установка и монтаж одиночных протекторов;шт;"Состав работ:
01. Монтаж и установка протектора.
02. Заполнение скважины глинистым раствором."
523;Термитная приварка и изоляция катодного вывода (кабеля);шт;"Состав работ:
01. Термитная приварка кабеля к трубопроводу с изоляцией мест приварки."
524;Установка электродов сравнения;шт;"Состав работ:
01. Монтаж электрода сравнения с датчиком электрохимического потенциала."
525;Устройство поверхностного анодного заземлителя;шт;"Состав работ:
01. Установка анодного заземлителя.
02. Засыпка электрода коксовой мелочью."
526;Устройство глубинного анодного заземлителя;шт;"Состав работ:
01. Бурение скважины глубиной до 100 м.
02. Установка обсадной трубы.
03. Спуск глубинного заземлителя в скважину.
04. Приварка усиливающих планок.
05. Изоляция стыков труб и усиливающих планок.
06. Присоединение кабеля к заземлителю.
07. Засыпка кокса.
08. Обратная засыпка скважины.

"
527;Монтаж оборудования системы ЭХЗ;шт;"Состав работ:
01. Сборка, установка, проверка и настройка устройства.
02. Сушка.
03. Формовка.
04. Присоединение."
528;Монтаж приборов, устройств и электроустановочных изделий системы ЭХЗ;шт;"Состав работ:
01. Изготовление и установка конструкций.
02. Установка блоков резисторов.
03. Заземление.
04. Присоединение."
529;Термическая обработка сварных соединений Д мм <57;стык;"Состав работ:
01. Обертывание сварного соединения теплоизоляцией.
02. Термообработка сварного соединения с регулированием режима нагрева и наблюдением за состоянием электронагревателей.
03. Ведение записи в журнале."
530;Термическая обработка сварных соединений Д мм 57-89;стык;"Состав работ:
01. Обертывание сварного соединения теплоизоляцией.
02. Термообработка сварного соединения с регулированием режима нагрева и наблюдением за состоянием электронагревателей.
03. Ведение записи в журнале."
531;Термическая обработка сварных соединений Д мм 108-168;стык;"Состав работ:
01. Обертывание сварного соединения теплоизоляцией.
02. Термообработка сварного соединения с регулированием режима нагрева и наблюдением за состоянием электронагревателей.
03. Ведение записи в журнале."
532;Термическая обработка сварных соединений Д мм 219-325;стык;"Состав работ:
01. Обертывание сварного соединения теплоизоляцией.
02. Термообработка сварного соединения с регулированием режима нагрева и наблюдением за состоянием электронагревателей.
03. Ведение записи в журнале."
533;Термическая обработка сварных соединений Д мм 377-630;стык;"Состав работ:
01. Обертывание сварного соединения теплоизоляцией.
02. Термообработка сварного соединения с регулированием режима нагрева и наблюдением за состоянием электронагревателей.
03. Ведение записи в журнале."
534;Термическая обработка сварных соединений Д мм 720-1020;стык;"Состав работ:
01. Обертывание сварного соединения теплоизоляцией.
02. Термообработка сварного соединения с регулированием режима нагрева и наблюдением за состоянием электронагревателей.
03. Ведение записи в журнале."
535;Термическая обработка сварных соединений Д мм 1220-1420;стык;"Состав работ:
01. Обертывание сварного соединения теплоизоляцией.
02. Термообработка сварного соединения с регулированием режима нагрева и наблюдением за состоянием электронагревателей.
03. Ведение записи в журнале."
536;ВИК сварных соединений трубопроводов Д мм <57;стык;"Состав работ:
01. Осмотр и измерения сварного соединения."
537;ВИК сварных соединений трубопроводов Д мм 57-89;стык;"Состав работ:
01. Осмотр и измерения сварного соединения."
538;ВИК сварных соединений трубопроводов Д мм 108-168;стык;"Состав работ:
01. Осмотр и измерения сварного соединения."
539;ВИК сварных соединений трубопроводов Д мм 219-325;стык;"Состав работ:
01. Осмотр и измерения сварного соединения."
540;ВИК сварных соединений трубопроводов Д мм 377-630;стык;"Состав работ:
01. Осмотр и измерения сварного соединения."
541;ВИК сварных соединений трубопроводов Д мм 720-1020;стык;"Состав работ:
01. Осмотр и измерения сварного соединения."
542;ВИК сварных соединений трубопроводов Д мм 1220-1420;стык;"Состав работ:
01. Осмотр и измерения сварного соединения."
543;Капиллярный контроль стыков трубопроводов Д мм <57;стык;"Состав работ:
01. Приготовление материалов.
02. Обезжиривание поверхности.
03. Нанесение индикаторной жидкости (2 - 3 раза) и выдержка в течение 10 - 15 мин.
04. Смывка индикаторной жидкости.
05. Осушка поверхности.
06. Нанесение адсорбента.
07. Осмотр поверхности (расшифровка) через 3 - 5 мин. и повторный через 20 мин.
08. Оформление технической документации."
544;Капиллярный контроль стыков трубопроводов Д мм 57-89;стык;"Состав работ:
01. Приготовление материалов.
02. Обезжиривание поверхности.
03. Нанесение индикаторной жидкости (2 - 3 раза) и выдержка в течение 10 - 15 мин.
04. Смывка индикаторной жидкости.
05. Осушка поверхности.
06. Нанесение адсорбента.
07. Осмотр поверхности (расшифровка) через 3 - 5 мин. и повторный через 20 мин.
08. Оформление технической документации."
545;Капиллярный контроль стыков трубопроводов Д мм 108-168;стык;"Состав работ:
01. Приготовление материалов.
02. Обезжиривание поверхности.
03. Нанесение индикаторной жидкости (2 - 3 раза) и выдержка в течение 10 - 15 мин.
04. Смывка индикаторной жидкости.
05. Осушка поверхности.
06. Нанесение адсорбента.
07. Осмотр поверхности (расшифровка) через 3 - 5 мин. и повторный через 20 мин.
08. Оформление технической документации."
546;Капиллярный контроль стыков трубопроводов Д мм 219-325;стык;"Состав работ:
01. Приготовление материалов.
02. Обезжиривание поверхности.
03. Нанесение индикаторной жидкости (2 - 3 раза) и выдержка в течение 10 - 15 мин.
04. Смывка индикаторной жидкости.
05. Осушка поверхности.
06. Нанесение адсорбента.
07. Осмотр поверхности (расшифровка) через 3 - 5 мин. и повторный через 20 мин.
08. Оформление технической документации."
547;Капиллярный контроль стыков трубопроводов Д мм 377-630;стык;"Состав работ:
01. Приготовление материалов.
02. Обезжиривание поверхности.
03. Нанесение индикаторной жидкости (2 - 3 раза) и выдержка в течение 10 - 15 мин.
04. Смывка индикаторной жидкости.
05. Осушка поверхности.
06. Нанесение адсорбента.
07. Осмотр поверхности (расшифровка) через 3 - 5 мин. и повторный через 20 мин.
08. Оформление технической документации."
548;Капиллярный контроль стыков трубопроводов Д мм 720-1020;стык;"Состав работ:
01. Приготовление материалов.
02. Обезжиривание поверхности.
03. Нанесение индикаторной жидкости (2 - 3 раза) и выдержка в течение 10 - 15 мин.
04. Смывка индикаторной жидкости.
05. Осушка поверхности.
06. Нанесение адсорбента.
07. Осмотр поверхности (расшифровка) через 3 - 5 мин. и повторный через 20 мин.
08. Оформление технической документации."
549;Капиллярный контроль стыков трубопроводов Д мм 1220-1420;стык;"Состав работ:
01. Приготовление материалов.
02. Обезжиривание поверхности.
03. Нанесение индикаторной жидкости (2 - 3 раза) и выдержка в течение 10 - 15 мин.
04. Смывка индикаторной жидкости.
05. Осушка поверхности.
06. Нанесение адсорбента.
07. Осмотр поверхности (расшифровка) через 3 - 5 мин. и повторный через 20 мин.
08. Оформление технической документации."
550;УЗК сварных соединений трубопроводов Д мм <57;стык;"Состав работ:
01. Зачистка поверхности сварного соединения.
02. Внешний осмотр стыка, покрытие зачищенной поверхности сварного соединения контактной смазкой, устройство
заземления. 
03. Ультрозвуковой контроль стыка, измерение характерных дефектов.
04. Переход и переноска оборудования от стыка к стыку.
05. Формирование заключения, запись в журнале."
551;УЗК сварных соединений трубопроводов Д мм 57-89;стык;"Состав работ:
01. Зачистка поверхности сварного соединения.
02. Внешний осмотр стыка, покрытие зачищенной поверхности сварного соединения контактной смазкой, устройство
заземления. 
03. Ультрозвуковой контроль стыка, измерение характерных дефектов.
04. Переход и переноска оборудования от стыка к стыку.
05. Формирование заключения, запись в журнале."
552;УЗК сварных соединений трубопроводов Д мм 108-168;стык;"Состав работ:
01. Зачистка поверхности сварного соединения.
02. Внешний осмотр стыка, покрытие зачищенной поверхности сварного соединения контактной смазкой, устройство
заземления. 
03. Ультрозвуковой контроль стыка, измерение характерных дефектов.
04. Переход и переноска оборудования от стыка к стыку.
05. Формирование заключения, запись в журнале."
553;УЗК сварных соединений трубопроводов Д мм 219-325;стык;"Состав работ:
01. Зачистка поверхности сварного соединения.
02. Внешний осмотр стыка, покрытие зачищенной поверхности сварного соединения контактной смазкой, устройство
заземления. 
03. Ультрозвуковой контроль стыка, измерение характерных дефектов.
04. Переход и переноска оборудования от стыка к стыку.
05. Формирование заключения, запись в журнале."
